id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label,Q4
516975,5,10,"Weekend lunch,Weekend dinner,At a party",$13 - $20 sadly,The Lord of the Rings: The Fellowship of the Ring,Iced tea,"Parents,Siblings,Friends",,Sushi,16.5
630825,2,4,"Weekend lunch,Weekend dinner,At a party",15 dollars,Transformer,Soup,Friends,,Sushi,15.0
614043,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",23,Cars,Green tea,"Friends,Strangers",,Sushi,23.0
521125,3,4,"Week day lunch,Weekend lunch,Weekend dinner,Late night snack",$5.00 ,Shark Tale,Root beer,"Siblings,Friends",,Sushi,5.0
627780,3,2,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$50 ,Bullet Train ,Sake,"Parents,Friends",,Sushi,50.0
492744,2,4-6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20,Tokyo Story,Lemon water,"Siblings,Friends",A little (mild),Sushi,20.0
618747,3,"Rice, nori, cucumber, salmon, avocado, crab, soy sauce","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","Sushi can cost quite a lot sometimes if it is an omakase restaurant. For regular sushi, one box of sushi costs around $15.",Jiro Dreams of Sushi,"Sake, beer",Friends,,Sushi,15.0
607815,2,3,"Week day dinner,Weekend dinner",20 CAD,Your Name,Sake,"Parents,Friends",,Sushi,20.0
601609,5,10,"Week day lunch,Weekend lunch",15,Harry Potter,Diet Coke,"Parents,Friends",,Sushi,15.0
602657,2,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",20,Jiro Dreams of Sushi,miso soup,"Parents,Friends",A moderate amount (medium),Sushi,20.0
616449,4,Four,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$12 ,Isle of Dogs,Green tea,"Parents,Siblings",,Sushi,12.0
501893,3,2: rice and sashimi,"Week day dinner,Weekend dinner",CAD15-20,"Little Forest, a Japanese film",tea,"Parents,Friends",A moderate amount (medium),Sushi,17.5
507448,3,"salmon, cucumber","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",30,Jiro Dreams of Sushi,Calpis,"Parents,Siblings",,Sushi,30.0
606556,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4 dollars,Doraemon,Miso Soup,"Parents,Siblings,Friends",,Sushi,4.0
724326,4,"5 (Nori, rice, cream cheese, cucumber and salmon)","Weekend lunch,Weekend dinner,At a party",$16-18,"""Naruto""",Tea,"Siblings,Friends",A little (mild),Sushi,17.0
616945,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",5,rush hour,water,Siblings,,Sushi,5.0
630962,2,2,"Week day lunch,Weekend lunch,At a party",18,Jaws,Water,"Friends,Strangers",,Sushi,18.0
715814,1,"4 ingredients, dried laver, rice, some sauces (usually 1 sauce), some toppings (usually just 1 kind, sometimes might come to 2 or 3, and as sometimes dried laver is not used, we will give an average of 4 here).","Week day lunch,Weekend lunch,At a party,Late night snack","For a meal of sushi (like dinner), though I never had it at Toronto, I would expect to pay for around 40-50 CAD, and for each piece/plate, depending on the ingredients/number of sushi, it may cost 5-10 normally, and I think this is a fair price.",I might came up with some Japan related movies(like Jiro Dreams of Sushi - this is in fact a documentary)/cartoons(like 一休さん)/TV series (like The Solitary Gourmet).,"I would say some Japanese culture related drinks like their wines (e.g. beer, rice wine, etc.) and tea (green tea more if specifically).","Parents,Friends,Teachers",A moderate amount (medium),Sushi,26.25
502799,1,4,"Week day dinner,Weekend dinner",$10 ,Rush hour,Water,Friends,,Sushi,10.0
605278,4,"5 for nigiri (rice, water, rice vinegar, wasabi, some sort of protein)","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$10 ,The End of Evangelion,Tea,"Parents,Friends",,Sushi,10.0
388888,5,5,"Week day dinner,Weekend dinner,At a party",20,Midnight Diner,Barley tea,"Parents,Friends,Teachers",,Sushi,20.0
519548,2,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$20 ,Spirited Away,Sake,"Siblings,Friends,Strangers",,Sushi,20.0
405521,5,2,"Week day dinner,Weekend dinner",18,anime,beer,"Parents,Siblings",,Sushi,18.0
607410,2,3,At a party,$16 ,Crazy Rich Asians ,Water,Strangers,,Sushi,16.0
715795,3,6,"Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack",$10 ,The Perfect Storm,Iced fruit punch juice,"Parents,Strangers",,Sushi,10.0
625326,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$1 ,Anime,Soup,"Parents,Siblings,Friends",,Sushi,1.0
627220,4,5 to 7,"Week day dinner,Weekend lunch,Weekend dinner",15 to 20 dollars,The Karate Kid,Water,"Parents,Siblings,Friends",,Sushi,17.5
634964,2,2,"Weekend lunch,Weekend dinner",$20 ,John Wick,Water,Friends,,Sushi,20.0
722500,2,3,"Week day lunch,Week day dinner,At a party",$1 ,Jiro Dreams of Sushi,apple juice,"Parents,Friends,Teachers",,Sushi,1.0
602824,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10 dollars,The Pacific,tea,"Friends,Strangers",,Sushi,10.0
618355,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",8,weathering with you,hot tea,Friends,,Sushi,8.0
611097,2,5,"Weekend dinner,Late night snack",10,Kill Bill,coke,Friends,A moderate amount (medium),Sushi,10.0
634328,5,15,"Week day dinner,Weekend dinner,At a party",$15 ,Findig Nemo,Green Tea,Strangers,A little (mild),Sushi,15.0
607160,4,7,"Week day dinner,Weekend dinner,At a party",$15 ,kill bill,sake,"Siblings,Friends",A moderate amount (medium),Sushi,15.0
728522,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15,Eternal Sunshine of the Spotless Mind,Hot Tea,"Parents,Friends",,Sushi,15.0
718570,4,5,"Week day dinner,Weekend lunch,Weekend dinner,At a party",10,,juice/wine,"Parents,Friends",A moderate amount (medium),Sushi,10.0
714598,2,3,"Weekend dinner,At a party",35,Cars 2,Hot tea,"Parents,Siblings,Friends",,Sushi,35.0
601950,3,2,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",3,Jiro dreams of Sushi,tea,"Parents,Friends",,Sushi,3.0
612478,2,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$14 ,My neighbour Totoro,Beer,"Parents,Siblings,Friends",,Sushi,14.0
501416,3,2~5 excluding condiments and without variety.,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$15 or above,N/A (I don't watch a lot of movies),"Tea, uncarbonated soft drink, alcoholic beverage","Siblings,Friends,Teachers",,Sushi,15.0
629710,2,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$2 ,Johnny English,Water,"Parents,Siblings,Friends",A moderate amount (medium),Sushi,2.0
502610,3,2 rice and fish. can be 3 with toppings,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack", 6$ ,tokyo drift,Water,"Parents,Siblings,Friends",,Sushi,6.0
603476,5,4,"Week day dinner,Weekend dinner,At a party",20,Oldboy,water,"Parents,Siblings",,Sushi,20.0
600957,5,8,"Week day dinner,Weekend lunch,Weekend dinner",12,The Proposal,Water,Friends,,Sushi,12.0
713423,1,"~3 to 5: sushi rice + dried seaweed + some kind of sashimi is sufficient, but maybe something more as well","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",Maybe for ~CA$10-15 for 10 simple sushis at sushi express restaurants,Spirited Away,tea,Parents,A little (mild),Sushi,11.666666666666666
722431,2,Around 6 key ingredients.,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",15$ for 10pcs.,Rurouni Kenshin.,Sake or green tea.,"Parents,Siblings",,Sushi,12.5
633234,5,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$10 ,Oldboy,Water,"Siblings,Friends",A little (mild),Sushi,10.0
148179,5,5,"Week day dinner,Weekend dinner,At a party",30,,Tea,"Parents,Friends",,Sushi,30.0
715845,3,7,"Week day dinner,Weekend dinner",$17 ,Spirited Away,Green tea,"Friends,Strangers",,Sushi,17.0
632153,2,At least 3,"Week day lunch,At a party,Late night snack",At most $15,Nemo,Fish sauce,"Siblings,Friends",A moderate amount (medium),Sushi,15.0
606552,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12,Gone Girl,Water,"Friends,Strangers",,Sushi,12.0
738409,2,3,"Week day dinner,Weekend dinner",15,My Hero Academia,milk,Parents,,Sushi,15.0
612096,5,5,"Weekend lunch,Weekend dinner,At a party",7.5,Food Wars!,Green tea,"Friends,Strangers",A moderate amount (medium),Sushi,7.5
743537,3,4,"Week day dinner,Weekend dinner",3 dollars,Your Name (2016),Cold water,"Parents,Siblings",,Sushi,3.0
632896,3,I expect 6 ingredients contained in this food item.,"Week day lunch,Weekend dinner,At a party",I would expect 12 dollars for 1 serving of this food item.,I think of the movie Your Name.,I think Sake pair with this food item. ,"Parents,Siblings,Friends",A moderate amount (medium),Sushi,6.5
605207,5,4,"Week day dinner,Weekend dinner",$10 ,Bullet Train,Water,Siblings,,Sushi,10.0
617542,2,2 to 3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",Around $25 a meal or $1-3 each serving/piece,Isle of Dogs,Miso Soup,Parents,,Sushi,9.666666666666666
719554,5,1,"Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$10 ,"深夜食堂

ナミヤ雑貨店の奇蹟",Miso soup,"Parents,Strangers",,Sushi,10.0
627427,3,2,"Week day dinner,Weekend dinner,At a party",$30.00 ,Liz and the Blue Bird,Green tea,"Parents,Siblings",,Sushi,30.0
411315,4,5,"Week day dinner,Weekend dinner,At a party",9,spirited away,tea,"Parents,Siblings",,Sushi,9.0
631507,3,It depends on what kind… on average 5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",Around 10 dollars per roll,Spirited Away (2001),Water,"Parents,Friends",,Sushi,10.0
627798,5,4,"Week day dinner,Weekend dinner",$11 ,Frozen,Tea,"Parents,Siblings",,Sushi,11.0
712093,4,5,"Week day dinner,Weekend dinner",15$,Seven Samurai,Water,Strangers,,Sushi,15.0
627488,3,7,"Week day dinner,Weekend lunch,Weekend dinner",15,Barbie,Water,"Parents,Friends",A little (mild),Sushi,15.0
626493,5,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15,Cars 2,Water,"Friends,Strangers",,Sushi,15.0
601363,4,2-5,"Week day dinner,Weekend dinner,At a party",$14-$20,The boy and the heron,A beer,"Parents,Friends",A little (mild),Sushi,17.0
712898,2,4,"Week day dinner,Weekend lunch,Weekend dinner",20,Howl's Moving Castle,green tea,"Parents,Friends",,Sushi,20.0
603398,5,7-10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15 - 25 CAD,Suits,"I wouldn't pair a drink with sushi

Water probably",Friends,A little (mild),Sushi,20.0
631012,5,9,At a party,13,Kung Fu Panda,Water,Strangers,,Sushi,13.0
601848,2,5,"Week day lunch,Weekend lunch,Weekend dinner",$13 ,John Wick 4,Green tea,"Parents,Siblings,Friends",,Sushi,13.0
612131,4,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$8 ,The Wolverine,Green tea / ocha,"Parents,Siblings,Friends",A little (mild),Sushi,8.0
408630,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",3 dollars,Finding Nemo,tea,"Parents,Friends",,Sushi,3.0
632091,3,5-6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",8-12$ per tray,no movie,tea,"Parents,Friends",,Sushi,10.0
601122,4,5,"Week day dinner,Weekend lunch,Weekend dinner",7,The Wolverine,Sake,"Friends,Teachers",,Sushi,7.0
602871,3,3,"Week day dinner,Weekend dinner",6 cad,Jiro Dreams of Sushi,Miso soup,"Siblings,Friends",,Sushi,6.0
520828,4,3,"Week day lunch,Week day dinner,Weekend dinner",12,Isle of Dogs,Tea,"Parents,Friends",,Sushi,12.0
514199,3,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12,,Tea,"Parents,Friends",A little (mild),Sushi,12.0
389697,1,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15,Ghibli movies,"Green tea

Water","Parents,Siblings,Friends",,Sushi,15.0
714430,4,10,At a party,9 dollars,spiderman,orange juice,Strangers,,Sushi,9.0
612567,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$5 ,Your Name,Matcha,Friends,,Sushi,5.0
744468,2,3,"Week day lunch,Weekend dinner",$2 ,Bladerunner,Water,Strangers,,Sushi,2.0
502722,4,Around 6-7 ingredients for a sushi roll with 3-4 simple ingredients. ,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","In Toronto, around $12-15 for a single combo of sushi.",A Silent Voice (2016),Water,Friends,,Sushi,13.5
519681,2,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",5,Everything Everywhere All At Once,Water,"Parents,Friends",,Sushi,5.0
631125,5,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15,Monsters Inc.,,Strangers,,Sushi,15.0
606119,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$1 ,Isle of Dogs,Tea,"Parents,Siblings",A little (mild),Sushi,1.0
627252,5,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$15 ,Monsters Inc.,Water,"Parents,Teachers",A little (mild),Sushi,15.0
616568,4,2,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",3 dollars,jiro dreams of sushi,sake,"Parents,Siblings,Friends",A little (mild),Sushi,3.0
603838,5,8,"Week day lunch,Week day dinner",20,Jiro Dreams of Sush,Green Tea,Friends,,Sushi,20.0
719735,5,"1. Rice

2. Fish","Week day dinner,Weekend lunch,Weekend dinner",$15 ,Jiro Dreams of Sushi,Hot or Iced Tea,"Parents,Siblings,Friends",,Sushi,15.0
608062,5,5,"Week day dinner,Weekend dinner",$15 ,Parasite,Water ,Friends,,Sushi,15.0
608704,5,5,"Week day dinner,Weekend dinner,At a party",$20 ,Finding Nemo,Wine,"Parents,Friends",,Sushi,20.0
520383,3,"Not very many, but it depends. Around 4.","Week day dinner,Weekend dinner","Depends on how many pieces are in a serving, but this food item is expensive.",I don't think of a movie when thinking of this food item,Sake!,"Parents,Friends",,Sushi,flag
603793,3,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,doraemon,ocha,"Parents,Siblings",A little (mild),Sushi,10.0
603933,3,5-10,Weekend dinner,80 dollars,Jiro Dreams of Sushi,juice,Friends,,Sushi,80.0
605519,4,4,"Week day lunch,Weekend lunch,Weekend dinner",10 dollars,Finding Nemo,Green Tea,Strangers,A little (mild),Sushi,10.0
524803,2,"2, or 3+","Weekend lunch,Weekend dinner",$5 ,Tokyo Story (1953),Green tea,Strangers,,Sushi,5.0
629712,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20,Parasite,Water,"Parents,Siblings,Friends",,Sushi,20.0
627505,4,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$11.00 ,Inception,Water,Friends,A moderate amount (medium),Sushi,11.0
526131,4,"I would expect it to have:

* Seawead

* Rice

* Cucumbers

* Salmon

* Avacado

* Possibly some sweet sauces","Week day dinner,Weekend dinner,Late night snack",I would expect to pay about $9 per serving. This is based on how much I usually have to pay.,"I would associate it with movie series like ""Pleasant Goat and Big Big Wolf"", as that was one of the childhood shows I watched, from the time when we could sometimes go and eat out as a family.","I would pair this item with water. It is usually not dry or dehydrating so I don't usually drink much with it, but water is more than enough.","Parents,Siblings",,Sushi,9.0
607065,4,4,"Week day dinner,Weekend lunch,Weekend dinner,At a party",20,The Karate Kid,Wine,"Parents,Friends,Strangers",A little (mild),Sushi,20.0
500077,4,20,At a party,$13 ,none,water,Strangers,A moderate amount (medium),Sushi,13.0
633350,2,"5

 ","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12,Your Name,Green tea ,"Siblings,Friends",,Sushi,12.0
601945,4,5,"Week day dinner,Weekend lunch,Weekend dinner",10 CAD,Wolf of Wall Street,Wine,"Parents,Friends",A little (mild),Sushi,10.0
629878,2,3 to 6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$8 to $20,Spirited Away (or any Japanese movie in general),Tea,"Parents,Friends",A lot (hot),Sushi,14.0
712766,3,Around 3-6 ingredients,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",Around 8-15 dollars for one serving,Wolverine,Tea,"Siblings,Friends",,Sushi,11.5
603664,1,2,Week day dinner,9,Jiro Dreams of Sushi,Calpis,Parents,,Sushi,9.0
840827,5,4,Weekend dinner,$20 ,Romance movie,Water,"Parents,Friends",,Sushi,20.0
604897,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",35,Food wars,Tea,"Parents,Siblings,Friends",,Sushi,35.0
525422,3,4,"Week day lunch,Weekend lunch,Weekend dinner,At a party",15,,Water,"Parents,Siblings,Friends",A moderate amount (medium),Sushi,15.0
602560,4,Maybe 3 to 4 ingredients. ,"Weekend lunch,Weekend dinner",Somewhere in the late 20's or early 30's. Maybe 28 bucks. ,Some Japanese movie or some action movie. ,Maybe some cocktail like Gin Martini. ,Parents,,Sushi,26.0
738379,4,4-6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$10-$50,Jiro Dreams of Sushi,Green tea or water,"Parents,Siblings,Friends",,Sushi,30.0
622023,4,5,"Week day dinner,Weekend dinner,At a party",20,Wolf of Wallstreet,Coke Zero,Friends,A moderate amount (medium),Sushi,20.0
604770,2,4,Week day lunch,9,Godzilla,no drink,Strangers,,Sushi,9.0
608318,5,5-6,"Week day dinner,Weekend lunch,Weekend dinner",$8-12,Johnny English,Sake,"Siblings,Friends",,Sushi,10.0
626757,3,3,Weekend dinner,12 dollars,Fast and Furious: Tokyo Drift,Tea,Parents,,Sushi,12.0
745297,5,4,"Week day dinner,Weekend lunch,Weekend dinner,At a party",11,Karate Kid,Water,"Friends,Strangers",A little (mild),Sushi,11.0
627599,2,3,"Week day dinner,Weekend dinner,At a party",$16 ,Scary Movie 4 (2006),Water,"Parents,Siblings,Friends",,Sushi,16.0
520037,4,4,"Week day dinner,Weekend dinner",10,Finding Nemo,Beer,"Parents,Siblings",,Sushi,10.0
632189,1,3,"Week day dinner,Weekend dinner,At a party,Late night snack",2,Jiro dreams of sushi,Water,"Parents,Friends,Strangers",,Sushi,2.0
627636,4,Minimum 3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",Between $6 and $12,Monster house,Water,"Friends,Strangers",A little (mild),Sushi,9.0
295428,4,"high quality raw fish, rice, vinegar, seaweed, sesame","Week day dinner,Weekend lunch,Weekend dinner,At a party",$20 ,the big short,sake,"Parents,Siblings,Friends",,Sushi,20.0
228777,4,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",14,kill bill ,water,Siblings,,Sushi,14.0
