id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
618355,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",8,weathering with you,hot tea,Friends,None,Sushi
611097,2,5.0,"Weekend dinner,Late night snack",10,Kill Bill,coke,Friends,A moderate amount (medium),Sushi
634328,5,15.0,"Week day dinner,Weekend dinner,At a party",$15 ,Findig Nemo,Green Tea,Strangers,A little (mild),Sushi
607160,4,7.0,"Week day dinner,Weekend dinner,At a party",$15 ,kill bill,sake,"Siblings,Friends",A moderate amount (medium),Sushi
728522,5,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15,Eternal Sunshine of the Spotless Mind,Hot Tea,"Parents,Friends",None,Sushi
718570,4,5.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party",10,None,juice/wine,"Parents,Friends",A moderate amount (medium),Sushi
714598,2,3.0,"Weekend dinner,At a party",35,Cars 2,Hot tea,"Parents,Siblings,Friends",None,Sushi
601950,3,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",3,Jiro dreams of Sushi,tea,"Parents,Friends",None,Sushi
612478,2,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$14 ,My neighbour Totoro,Beer,"Parents,Siblings,Friends",None,Sushi
501416,3,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$15 or above,N/A (I don't watch a lot of movies),"Tea, uncarbonated soft drink, alcoholic beverage","Siblings,Friends,Teachers",None,Sushi
629710,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$2 ,Johnny English,Water,"Parents,Siblings,Friends",A moderate amount (medium),Sushi
502610,3,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack", 6$ ,tokyo drift,Water,"Parents,Siblings,Friends",None,Sushi
603476,5,4.0,"Week day dinner,Weekend dinner,At a party",20,Oldboy,water,"Parents,Siblings",None,Sushi
600957,5,8.0,"Week day dinner,Weekend lunch,Weekend dinner",12,The Proposal,Water,Friends,None,Sushi
713423,1,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",Maybe for ~CA$10-15 for 10 simple sushis at sushi express restaurants,Spirited Away,tea,Parents,A little (mild),Sushi
722431,2,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",15$ for 10pcs.,Rurouni Kenshin.,Sake or green tea.,"Parents,Siblings",None,Sushi
633234,5,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$10 ,Oldboy,Water,"Siblings,Friends",A little (mild),Sushi
148179,5,5.0,"Week day dinner,Weekend dinner,At a party",30,None,Tea,"Parents,Friends",None,Sushi
715845,3,7.0,"Week day dinner,Weekend dinner",$17 ,Spirited Away,Green tea,"Friends,Strangers",None,Sushi
632153,2,3.0,"Week day lunch,At a party,Late night snack",At most $15,Nemo,Fish sauce,"Siblings,Friends",A moderate amount (medium),Sushi
606552,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12,Gone Girl,Water,"Friends,Strangers",None,Sushi
738409,2,3.0,"Week day dinner,Weekend dinner",15,My Hero Academia,milk,Parents,None,Sushi
612096,5,5.0,"Weekend lunch,Weekend dinner,At a party",7.5,Food Wars!,Green tea,"Friends,Strangers",A moderate amount (medium),Sushi
743537,3,4.0,"Week day dinner,Weekend dinner",3 dollars,Your Name (2016),Cold water,"Parents,Siblings",None,Sushi
632896,3,6.0,"Week day lunch,Weekend dinner,At a party",I would expect 12 dollars for 1 serving of this food item.,I think of the movie Your Name.,I think Sake pair with this food item. ,"Parents,Siblings,Friends",A moderate amount (medium),Sushi
605207,5,4.0,"Week day dinner,Weekend dinner",$10 ,Bullet Train,Water,Siblings,None,Sushi
617542,2,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",Around $25 a meal or $1-3 each serving/piece,Isle of Dogs,Miso Soup,Parents,None,Sushi
719554,5,1.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$10 ,"深夜食堂

ナミヤ雑貨店の奇蹟",Miso soup,"Parents,Strangers",None,Sushi
627427,3,2.0,"Week day dinner,Weekend dinner,At a party",$30.00 ,Liz and the Blue Bird,Green tea,"Parents,Siblings",None,Sushi
411315,4,5.0,"Week day dinner,Weekend dinner,At a party",9,spirited away,tea,"Parents,Siblings",None,Sushi
631507,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",Around 10 dollars per roll,Spirited Away (2001),Water,"Parents,Friends",None,Sushi
627798,5,4.0,"Week day dinner,Weekend dinner",$11 ,Frozen,Tea,"Parents,Siblings",None,Sushi
712093,4,5.0,"Week day dinner,Weekend dinner",15$,Seven Samurai,Water,Strangers,None,Sushi
627488,3,7.0,"Week day dinner,Weekend lunch,Weekend dinner",15,Barbie,Water,"Parents,Friends",A little (mild),Sushi
626493,5,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15,Cars 2,Water,"Friends,Strangers",None,Sushi
601363,4,5.0,"Week day dinner,Weekend dinner,At a party",$14-$20,The boy and the heron,A beer,"Parents,Friends",A little (mild),Sushi
712898,2,4.0,"Week day dinner,Weekend lunch,Weekend dinner",20,Howl's Moving Castle,green tea,"Parents,Friends",None,Sushi
603398,5,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15 - 25 CAD,Suits,"I wouldn't pair a drink with sushi

Water probably",Friends,A little (mild),Sushi
631012,5,9.0,At a party,13,Kung Fu Panda,Water,Strangers,None,Sushi
601848,2,5.0,"Week day lunch,Weekend lunch,Weekend dinner",$13 ,John Wick 4,Green tea,"Parents,Siblings,Friends",None,Sushi
612131,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$8 ,The Wolverine,Green tea / ocha,"Parents,Siblings,Friends",A little (mild),Sushi
408630,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",3 dollars,Finding Nemo,tea,"Parents,Friends",None,Sushi
632091,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",8-12$ per tray,no movie,tea,"Parents,Friends",None,Sushi
601122,4,5.0,"Week day dinner,Weekend lunch,Weekend dinner",7,The Wolverine,Sake,"Friends,Teachers",None,Sushi
602871,3,3.0,"Week day dinner,Weekend dinner",6 cad,Jiro Dreams of Sushi,Miso soup,"Siblings,Friends",None,Sushi
520828,4,3.0,"Week day lunch,Week day dinner,Weekend dinner",12,Isle of Dogs,Tea,"Parents,Friends",None,Sushi
514199,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12,None,Tea,"Parents,Friends",A little (mild),Sushi
389697,1,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15,Ghibli movies,"Green tea

Water","Parents,Siblings,Friends",None,Sushi
714430,4,10.0,At a party,9 dollars,spiderman,orange juice,Strangers,None,Sushi
612567,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$5 ,Your Name,Matcha,Friends,None,Sushi
744468,2,3.0,"Week day lunch,Weekend dinner",$2 ,Bladerunner,Water,Strangers,None,Sushi
502722,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","In Toronto, around $12-15 for a single combo of sushi.",A Silent Voice (2016),Water,Friends,None,Sushi
519681,2,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",5,Everything Everywhere All At Once,Water,"Parents,Friends",None,Sushi
631125,5,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15,Monsters Inc.,None,Strangers,None,Sushi
606119,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$1 ,Isle of Dogs,Tea,"Parents,Siblings",A little (mild),Sushi
627252,5,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$15 ,Monsters Inc.,Water,"Parents,Teachers",A little (mild),Sushi
616568,4,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",3 dollars,jiro dreams of sushi,sake,"Parents,Siblings,Friends",A little (mild),Sushi
603838,5,8.0,"Week day lunch,Week day dinner",20,Jiro Dreams of Sush,Green Tea,Friends,None,Sushi
719735,5,1.0,"Week day dinner,Weekend lunch,Weekend dinner",$15 ,Jiro Dreams of Sushi,Hot or Iced Tea,"Parents,Siblings,Friends",None,Sushi
608062,5,5.0,"Week day dinner,Weekend dinner",$15 ,Parasite,Water ,Friends,None,Sushi
608704,5,5.0,"Week day dinner,Weekend dinner,At a party",$20 ,Finding Nemo,Wine,"Parents,Friends",None,Sushi
520383,3,4.0,"Week day dinner,Weekend dinner","Depends on how many pieces are in a serving, but this food item is expensive.",I don't think of a movie when thinking of this food item,Sake!,"Parents,Friends",None,Sushi
603793,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,doraemon,ocha,"Parents,Siblings",A little (mild),Sushi
603933,3,10.0,Weekend dinner,80 dollars,Jiro Dreams of Sushi,juice,Friends,None,Sushi
605519,4,4.0,"Week day lunch,Weekend lunch,Weekend dinner",10 dollars,Finding Nemo,Green Tea,Strangers,A little (mild),Sushi
524803,2,2.0,"Weekend lunch,Weekend dinner",$5 ,Tokyo Story (1953),Green tea,Strangers,None,Sushi
629712,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20,Parasite,Water,"Parents,Siblings,Friends",None,Sushi
627505,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$11.00 ,Inception,Water,Friends,A moderate amount (medium),Sushi
526131,4,6.0,"Week day dinner,Weekend dinner,Late night snack",I would expect to pay about $9 per serving. This is based on how much I usually have to pay.,"I would associate it with movie series like ""Pleasant Goat and Big Big Wolf"", as that was one of the childhood shows I watched, from the time when we could sometimes go and eat out as a family.","I would pair this item with water. It is usually not dry or dehydrating so I don't usually drink much with it, but water is more than enough.","Parents,Siblings",None,Sushi
607065,4,4.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party",20,The Karate Kid,Wine,"Parents,Friends,Strangers",A little (mild),Sushi
500077,4,20.0,At a party,$13 ,none,water,Strangers,A moderate amount (medium),Sushi
633350,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12,Your Name,Green tea ,"Siblings,Friends",None,Sushi
601945,4,5.0,"Week day dinner,Weekend lunch,Weekend dinner",10 CAD,Wolf of Wall Street,Wine,"Parents,Friends",A little (mild),Sushi
629878,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$8 to $20,Spirited Away (or any Japanese movie in general),Tea,"Parents,Friends",A lot (hot),Sushi
712766,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",Around 8-15 dollars for one serving,Wolverine,Tea,"Siblings,Friends",None,Sushi
603664,1,2.0,Week day dinner,9,Jiro Dreams of Sushi,Calpis,Parents,None,Sushi
840827,5,4.0,Weekend dinner,$20 ,Romance movie,Water,"Parents,Friends",None,Sushi
604897,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",35,Food wars,Tea,"Parents,Siblings,Friends",None,Sushi
525422,3,4.0,"Week day lunch,Weekend lunch,Weekend dinner,At a party",15,None,Water,"Parents,Siblings,Friends",A moderate amount (medium),Sushi
602560,4,3.0,"Weekend lunch,Weekend dinner",Somewhere in the late 20's or early 30's. Maybe 28 bucks. ,Some Japanese movie or some action movie. ,Maybe some cocktail like Gin Martini. ,Parents,None,Sushi
738379,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$10-$50,Jiro Dreams of Sushi,Green tea or water,"Parents,Siblings,Friends",None,Sushi
622023,4,5.0,"Week day dinner,Weekend dinner,At a party",20,Wolf of Wallstreet,Coke Zero,Friends,A moderate amount (medium),Sushi
604770,2,4.0,Week day lunch,9,Godzilla,no drink,Strangers,None,Sushi
608318,5,6.0,"Week day dinner,Weekend lunch,Weekend dinner",$8-12,Johnny English,Sake,"Siblings,Friends",None,Sushi
626757,3,3.0,Weekend dinner,12 dollars,Fast and Furious: Tokyo Drift,Tea,Parents,None,Sushi
745297,5,4.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party",11,Karate Kid,Water,"Friends,Strangers",A little (mild),Sushi
627599,2,3.0,"Week day dinner,Weekend dinner,At a party",$16 ,Scary Movie 4 (2006),Water,"Parents,Siblings,Friends",None,Sushi
520037,4,4.0,"Week day dinner,Weekend dinner",10,Finding Nemo,Beer,"Parents,Siblings",None,Sushi
632189,1,3.0,"Week day dinner,Weekend dinner,At a party,Late night snack",2,Jiro dreams of sushi,Water,"Parents,Friends,Strangers",None,Sushi
627636,4,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",Between $6 and $12,Monster house,Water,"Friends,Strangers",A little (mild),Sushi
295428,4,5.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party",$20 ,the big short,sake,"Parents,Siblings,Friends",None,Sushi
228777,4,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",14,kill bill ,water,Siblings,None,Sushi
609278,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$12 ,The Little Mermaid,Miso soup,"Parents,Friends",None,Sushi
614089,4,3.0,"Weekend dinner,At a party",25 CAD,Lost in Translation,Water,"Siblings,Strangers",None,Sushi
607517,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15,Recep Ivedik 2,Sake,"Parents,Siblings",None,Sushi
714607,2,4.0,"Week day lunch,Weekend lunch",$4 ,Pirates of the Carribeans,Matcha,"Siblings,Friends",None,Sushi
716650,3,5.0,"Week day dinner,Weekend dinner",I would expect to pay upwards of $12 for one serving of this food item. ,The movie that comes to mind for this food item is the Big Short. There is one scene that is very vivid and eye-opening conversations when it comes to the fault of hedge funds during the 2008 crisis that was discussed over this food item.,I would pair water with lemon with this food item since it is usually eaten at a sit down.,"Parents,Siblings,Friends",A little (mild),Sushi
497695,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",20,Crazy Rich Asians,Water,"Parents,Siblings,Friends",None,Sushi
496858,4,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","Sushi is a bit pricy sometimes depending on the seafood, so maybe around $12-17. ","I watched the harry potter series with my friends while eating sushi, so I associate sushi with harry potter.",I would eat sushi with some bubble tea!,Friends,None,Sushi
608688,3,5.0,"Weekend lunch,Weekend dinner",$15 ,"Jiro Dreams of Sushi, East Side Sushi, Finding Nemo",Tea,Friends,A moderate amount (medium),Sushi
604386,3,3.0,"Week day dinner,Weekend dinner,At a party",30,Jiro Dreams of Sushi,tea,Friends,None,Sushi
628559,5,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20,Spirited Away,Green tea,Parents,None,Sushi
715152,4,9.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",25$,"Any japanese movie, and animes ",Bubble Tea,"Parents,Siblings,Friends",None,Sushi
604110,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15,"Monsters, Inc.",Juice,Parents,None,Sushi
629010,3,5.0,"Week day dinner,Weekend dinner,At a party",$10 ,Kill Bill,Lemon Water,"Parents,Friends",None,Sushi
605254,4,4.0,"Week day dinner,Weekend lunch,Weekend dinner",10,cloudy with a chance of meatballs,hot green tea,"Parents,Friends",None,Sushi
628990,4,5.0,"Weekend lunch,Weekend dinner",$18 ,Jiro Dreams of Sushi,Soju,Parents,None,Sushi
625295,3,9.0,"Week day dinner,Weekend dinner,At a party",$10.00 ,Spirited away,Water,"Parents,Friends",None,Sushi
603415,4,8.0,"Week day dinner,Weekend lunch,Weekend dinner",$8-14,Spirited Away,Tea,"Parents,Friends",None,Sushi
635533,3,3.0,Weekend dinner,30,Jiro Dreams of Sushi,rice wine,"Parents,Friends",None,Sushi
630389,4,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20,Jiro Dreams of Sushi,Tea,"Parents,Siblings,Friends",None,Sushi
714901,5,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",Thirty dollars,Bullet Train,Water,Friends,None,Sushi
629792,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$8 (a roll),monsters inc,sake,"Parents,Siblings,Friends",None,Sushi
629025,5,9.0,"Week day dinner,At a party",$20 ,squid game,water,Strangers,None,Sushi
524441,4,6.0,Weekend dinner,$15 ,Finding Nemo,Boba,Siblings,None,Sushi
389109,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",30 (unless we're talking like Monkey Sushi's BOGO offers which is really cheap for some reason...),Monster Inc,Jasmine or roasted green tea,Friends,None,Sushi
631216,2,5.0,"Week day lunch,Week day dinner",20,na,water,"Siblings,Friends",I will have some of this food item with my hot sauce,Sushi
738875,4,5.0,"Week day lunch,Weekend lunch,At a party",$8 ,Crazy Rich Asians,Milk tea,"Siblings,Friends,Strangers",A little (mild),Sushi
634669,2,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$6.96 ,Jiro Dreams of Sushi,Sake,"Friends,Strangers",None,Sushi
409940,1,2.0,Weekend dinner,15$,spirited away,miso soup,"Parents,Friends",None,Sushi
399605,1,3.0,"Weekend dinner,At a party",15,spirit away,barley tea,Friends,None,Sushi
721831,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12,John Wick,Sake,None,None,Sushi
835223,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",10,-,Green tea,"Parents,Siblings,Friends",A little (mild),Sushi
712938,4,3.0,Weekend dinner,17,Spirited Away,Calpis,Strangers,None,Sushi
395712,5,4.0,"Week day dinner,Weekend dinner,At a party,Late night snack",$15 - $20,Jiro Dreams of sushi,No drink.,Friends,A little (mild),Sushi
603388,4,3.0,"Week day dinner,Weekend lunch,Weekend dinner",20 cad,jiro dreams of sushi,Oolong tea,"Parents,Siblings,Friends",None,Sushi
617774,5,10.0,"Weekend lunch,Weekend dinner",Anywhere from 5.99 to 25.99,Gran Turismo,Water,"Friends,Teachers,Strangers",None,Sushi
